event_index,n_gen_triplet,leading_truth_triplet_slot,leading_truth_triplet_mass
9365,2,1,146.380311
9366,1,1,243.792613
9367,0,,
9368,0,,
9369,0,,
9370,0,,
9371,1,1,164.880662
9372,2,1,174.948476
9373,0,,
9374,0,,
9375,0,,
9376,1,1,164.226762
9377,0,,
9378,0,,
9379,1,1,223.100011
9380,1,0,137.444901
9381,0,,
9382,1,1,162.302408
9383,0,,
9384,0,,
9385,0,,
9386,1,1,126.150871
9387,0,,
9388,0,,
9389,0,,
9390,2,1,173.416568
9391,1,1,157.046626
9392,0,,
9393,0,,
9394,0,,
9395,1,1,143.922348
9396,0,,
9397,0,,
9398,0,,
9399,1,0,156.504422
9400,1,0,185.25431
9401,2,0,156.190312
9402,0,,
9403,0,,
9404,0,,
9405,1,0,162.994394
9406,2,0,178.580194
9407,0,,
9408,0,,
9409,0,,
9410,0,,
9411,0,,
9412,0,,
9413,1,1,179.571292
9414,0,,
9415,0,,
9416,0,,
9417,0,,
9418,0,,
9419,0,,
9420,0,,
9421,0,,
9422,0,,
9423,0,,
9424,0,,
9425,0,,
9426,1,1,150.198512
9427,0,,
9428,0,,
9429,0,,
9430,1,1,157.053699
9431,0,,
9432,0,,
9433,0,,
9434,0,,
9435,0,,
9436,0,,
9437,0,,
9438,0,,
9439,0,,
9440,1,0,158.842623
9441,1,1,174.221087
9442,0,,
9443,0,,
9444,0,,
9445,0,,
9446,0,,
9447,0,,
9448,0,,
9449,1,1,177.314468
9450,0,,
9451,1,1,162.48536
9452,0,,
9453,0,,
9454,1,1,162.106226
9455,0,,
9456,0,,
9457,0,,
9458,0,,
9459,1,1,144.138289
9460,0,,
9461,1,0,166.289381
9462,0,,
9463,1,1,152.780617
9464,0,,
9465,1,1,154.296627
9466,0,,
9467,0,,
9468,2,0,173.473524
9469,0,,
9470,1,1,157.282094
9471,0,,
9472,1,0,163.941787
9473,0,,
9474,0,,
9475,0,,
9476,0,,
9477,0,,
9478,0,,
9479,1,0,159.070842
9480,0,,
9481,0,,
9482,1,0,176.182554
9483,0,,
9484,0,,
9485,1,1,240.315634
9486,1,1,161.063873
9487,1,0,163.889428
9488,0,,
9489,1,1,168.14566
9490,0,,
9491,0,,
9492,1,0,154.773744
9493,1,1,248.309061
9494,0,,
9495,0,,
9496,1,1,128.272783
9497,1,0,180.377767
9498,0,,
9499,0,,
9500,1,1,164.543185
9501,1,0,141.278833
9502,0,,
9503,0,,
9504,0,,
9505,0,,
9506,0,,
9507,0,,
9508,0,,
9509,0,,
9510,1,1,166.796947
9511,1,1,166.6748
9512,0,,
9513,1,1,159.701316
9514,2,1,170.246819
9515,0,,
9516,0,,
9517,0,,
9518,1,1,154.126524
9519,0,,
9520,0,,
9521,0,,
9522,0,,
9523,0,,
9524,0,,
9525,1,1,134.156557
9526,0,,
9527,0,,
9528,1,0,161.749008
9529,1,1,135.261911
9530,0,,
9531,0,,
9532,0,,
9533,1,0,164.13111
9534,0,,
9535,1,1,163.917767
9536,1,1,172.088147
9537,0,,
9538,1,0,194.584894
9539,2,0,246.42632
9540,0,,
9541,1,1,208.530385
9542,1,0,167.973473
9543,1,0,333.64176
9544,1,1,172.67334
9545,0,,
9546,0,,
9547,1,0,130.366104
9548,0,,
9549,0,,
9550,1,0,143.45814
9551,0,,
9552,1,1,171.857233
9553,2,0,166.495127
9554,0,,
9555,0,,
9556,0,,
9557,0,,
9558,1,1,159.774558
9559,0,,
9560,0,,
9561,1,0,168.670882
9562,1,0,167.670727
9563,0,,
9564,1,0,161.277654
9565,1,1,175.573716
9566,0,,
9567,1,1,180.297074
9568,0,,
9569,0,,
9570,0,,
9571,0,,
9572,0,,
9573,0,,
9574,0,,
9575,0,,
9576,0,,
9577,0,,
9578,1,1,173.828781
9579,0,,
9580,0,,
9581,0,,
9582,0,,
9583,0,,
9584,0,,
9585,1,0,147.018015
9586,1,1,176.417356
9587,0,,
9588,0,,
9589,0,,
9590,0,,
9591,1,1,169.184659
9592,2,1,149.23156
9593,1,0,168.436866
9594,0,,
9595,0,,
9596,0,,
9597,2,1,181.220115
9598,0,,
9599,1,0,174.085335
9600,0,,
9601,0,,
9602,0,,
9603,1,0,243.638623
9604,0,,
9605,0,,
9606,0,,
9607,1,0,164.683103
9608,0,,
9609,0,,
9610,0,,
9611,0,,
9612,0,,
9613,0,,
9614,1,1,148.909264
9615,1,1,177.959311
9616,1,1,160.493269
9617,1,0,149.124942
9618,0,,
9619,0,,
9620,0,,
9621,0,,
9622,2,0,173.092645
9623,0,,
9624,0,,
9625,1,1,139.046734
9626,0,,
9627,1,0,175.304488
9628,0,,
9629,1,1,188.279643
9630,2,1,242.15238
9631,2,1,158.462593
9632,0,,
9633,0,,
9634,1,1,160.475388
9635,0,,
9636,0,,
9637,0,,
9638,0,,
9639,1,1,179.002869
9640,0,,
9641,0,,
9642,0,,
9643,1,0,169.911668
9644,1,1,222.001875
9645,1,0,124.564037
9646,0,,
9647,0,,
9648,1,0,175.45161
9649,1,1,178.278921
9650,0,,
9651,0,,
9652,0,,
9653,1,1,215.032171
9654,0,,
9655,0,,
9656,1,0,143.38321
9657,0,,
9658,1,1,182.306375
9659,0,,
9660,1,1,155.153492
9661,0,,
9662,0,,
9663,0,,
9664,0,,
9665,0,,
9666,0,,
9667,0,,
9668,0,,
9669,1,0,353.49646
9670,0,,
9671,0,,
9672,2,0,154.21027
9673,1,1,121.699729
9674,0,,
9675,1,1,164.396558
9676,1,1,158.539692
9677,0,,
9678,0,,
9679,0,,
9680,0,,
9681,1,1,168.74336
9682,1,0,169.324431
9683,1,0,138.659471
9684,0,,
9685,0,,
9686,0,,
9687,0,,
9688,0,,
9689,0,,
9690,0,,
9691,2,0,182.821344
9692,0,,
9693,0,,
9694,1,1,169.132889
9695,1,0,264.205067
9696,0,,
9697,0,,
9698,1,0,173.418191
9699,0,,
9700,1,0,165.260255
9701,0,,
9702,1,0,181.003175
9703,1,0,209.573672
9704,0,,
9705,1,0,241.767659
9706,0,,
9707,1,1,178.013762
9708,0,,
9709,2,1,163.266752
9710,0,,
9711,0,,
9712,1,0,172.231523
9713,1,1,186.875249
9714,1,1,168.959816
9715,0,,
9716,0,,
9717,1,1,160.396475
9718,0,,
9719,0,,
9720,2,1,163.597183
9721,0,,
9722,0,,
9723,0,,
9724,1,0,212.738888
9725,0,,
9726,0,,
9727,0,,
9728,2,0,166.871711
9729,1,1,289.01565
9730,0,,
9731,1,0,180.813573
9732,0,,
9733,1,0,161.158709
9734,0,,
9735,0,,
9736,1,0,154.397651
9737,0,,
9738,0,,
9739,0,,
9740,2,1,150.007487
9741,1,1,179.470318
9742,0,,
9743,2,1,171.260176
9744,2,0,165.521777
9745,0,,
9746,0,,
9747,1,0,328.551204
9748,0,,
9749,0,,
9750,1,0,162.080575
9751,0,,
9752,0,,
9753,0,,
9754,1,0,148.029207
9755,0,,
9756,0,,
9757,1,1,207.453344
9758,2,0,175.900413
9759,0,,
9760,0,,
9761,0,,
9762,0,,
9763,0,,
9764,0,,
9765,0,,
9766,0,,
9767,0,,
9768,0,,
9769,0,,
9770,0,,
9771,2,1,155.511591
9772,0,,
9773,0,,
9774,0,,
9775,1,1,166.706505
9776,1,1,168.947842
9777,2,0,168.710136
9778,0,,
9779,0,,
9780,1,0,171.866756
9781,1,0,175.023894
9782,0,,
9783,0,,
9784,0,,
9785,1,1,172.008967
9786,0,,
9787,1,0,167.572895
9788,0,,
9789,0,,
9790,0,,
9791,1,1,165.679719
9792,0,,
9793,0,,
9794,2,1,172.758145
9795,0,,
9796,0,,
9797,0,,
9798,1,0,182.463013
9799,0,,
9800,0,,
9801,1,0,167.181091
9802,1,1,161.481984
9803,0,,
9804,1,1,149.025851
9805,0,,
9806,1,0,262.367935
9807,0,,
9808,1,1,198.8493
9809,0,,
9810,0,,
9811,0,,
9812,1,0,229.366227
9813,0,,
9814,1,1,167.498079
9815,0,,
9816,0,,
9817,2,0,173.123544
9818,0,,
9819,0,,
9820,0,,
9821,1,0,152.209534
9822,0,,
9823,1,0,188.305996
9824,0,,
9825,1,1,130.952535
9826,2,0,164.433133
9827,0,,
9828,0,,
9829,0,,
9830,1,0,167.965892
9831,2,1,172.228967
9832,1,0,160.776691
9833,0,,
9834,2,1,157.905087
9835,0,,
9836,0,,
9837,0,,
9838,1,1,161.521986
9839,0,,
9840,0,,
9841,1,1,154.389322
9842,0,,
9843,0,,
9844,0,,
9845,1,1,155.215775
9846,0,,
9847,0,,
9848,1,0,193.412971
9849,1,0,167.915872
9850,0,,
9851,1,0,319.235327
9852,0,,
9853,0,,
9854,1,1,164.936984
9855,2,1,173.114341
9856,0,,
9857,0,,
9858,1,0,160.564837
9859,0,,
9860,0,,
9861,1,1,178.114386
9862,0,,
9863,0,,
9864,0,,
9865,0,,
9866,1,1,137.351458
9867,0,,
9868,0,,
9869,1,0,177.437967
9870,0,,
9871,1,1,161.695619
9872,1,1,148.59298
9873,0,,
9874,1,0,173.994569
9875,0,,
9876,0,,
9877,1,0,169.46193
9878,0,,
9879,0,,
9880,1,0,166.580006
9881,1,1,160.545056
9882,0,,
9883,1,1,167.957816
9884,1,1,177.042631
9885,1,1,135.073848
9886,1,1,170.487529
9887,1,0,168.449993
9888,2,1,130.703584
9889,1,0,318.180303
9890,0,,
9891,1,0,163.794659
9892,0,,
9893,0,,
9894,0,,
9895,0,,
9896,0,,
9897,1,0,153.351156
9898,1,1,161.172098
9899,0,,
9900,2,1,162.237114
9901,1,1,149.236675
9902,2,0,148.661739
9903,0,,
9904,1,1,174.40156
9905,0,,
9906,0,,
9907,0,,
9908,0,,
9909,1,0,166.370602
9910,0,,
9911,0,,
9912,0,,
9913,0,,
9914,0,,
9915,0,,
9916,1,0,130.494271
9917,0,,
9918,0,,
9919,0,,
9920,0,,
9921,0,,
9922,2,1,180.483097
9923,0,,
9924,1,0,151.200857
9925,1,1,805.075026
9926,1,1,152.272543
9927,0,,
9928,0,,
9929,1,1,146.553976
9930,0,,
9931,0,,
9932,1,1,189.1297
9933,0,,
9934,1,0,219.544536
9935,0,,
9936,0,,
9937,1,0,151.477383
9938,1,0,175.425165
9939,0,,
9940,0,,
9941,1,1,160.448322
9942,1,1,290.557159
9943,0,,
9944,1,0,150.346585
9945,0,,
9946,0,,
9947,1,1,163.511528
9948,2,0,161.932548
9949,1,1,147.686552
9950,0,,
9951,0,,
9952,1,1,140.758127
9953,0,,
9954,0,,
9955,0,,
9956,1,1,166.336362
9957,1,1,173.500732
9958,0,,
9959,0,,
9960,0,,
9961,1,0,199.011506
9962,1,1,170.852959
9963,1,1,163.617036
9964,0,,
9965,0,,
9966,1,1,217.784314
9967,0,,
9968,0,,
9969,0,,
9970,1,0,176.797484
9971,1,1,189.308605
9972,0,,
9973,1,1,163.940688
9974,1,1,159.60399
9975,2,0,167.784667
9976,1,0,162.161794
9977,0,,
9978,1,0,171.927244
9979,1,1,162.905254
9980,1,0,166.537552
9981,0,,
9982,1,0,167.176513
9983,0,,
9984,0,,
9985,1,0,152.918849
9986,0,,
9987,0,,
9988,0,,
9989,1,1,157.167786
9990,1,1,203.585735
9991,0,,
9992,1,1,162.252793
9993,0,,
9994,0,,
9995,1,1,166.37854
9996,0,,
9997,0,,
9998,1,1,174.966225
9999,0,,
