event_index,n_gen_triplet,leading_truth_triplet_slot,leading_truth_triplet_mass
4734,0,,
4735,1,0,159.898516
4736,0,,
4737,0,,
4738,0,,
4739,1,1,171.658599
4740,0,,
4741,0,,
4742,0,,
4743,1,0,109.254814
4744,0,,
4745,1,1,162.370516
4746,1,1,172.246451
4747,2,0,171.640749
4748,0,,
4749,0,,
4750,1,0,159.293211
4751,1,1,143.623023
4752,0,,
4753,0,,
4754,1,0,168.220068
4755,2,1,172.871626
4756,0,,
4757,0,,
4758,0,,
4759,0,,
4760,2,1,143.943602
4761,0,,
4762,0,,
4763,0,,
4764,0,,
4765,0,,
4766,1,0,155.982477
4767,0,,
4768,0,,
4769,0,,
4770,0,,
4771,1,0,219.124344
4772,0,,
4773,0,,
4774,0,,
4775,0,,
4776,0,,
4777,1,1,214.789047
4778,1,0,153.507165
4779,0,,
4780,0,,
4781,1,0,178.229414
4782,1,1,163.282435
4783,1,0,167.331278
4784,0,,
4785,1,1,163.461916
4786,1,0,190.605751
4787,1,1,168.33572
4788,0,,
4789,1,0,149.711554
4790,0,,
4791,0,,
4792,0,,
4793,1,1,149.212096
4794,1,1,147.160243
4795,0,,
4796,0,,
4797,1,1,156.092989
4798,1,1,178.944229
4799,1,1,156.513902
4800,1,0,147.171902
4801,0,,
4802,0,,
4803,1,1,163.307107
4804,0,,
4805,0,,
4806,1,0,160.083586
4807,1,1,166.814177
4808,0,,
4809,0,,
4810,2,0,120.082205
4811,1,1,160.421955
4812,0,,
4813,0,,
4814,0,,
4815,0,,
4816,1,1,162.180935
4817,0,,
4818,0,,
4819,0,,
4820,1,0,146.465197
4821,0,,
4822,0,,
4823,1,1,141.673514
4824,0,,
4825,1,1,176.364861
4826,0,,
4827,0,,
4828,0,,
4829,1,0,139.899007
4830,0,,
4831,2,1,177.101685
4832,1,0,157.528023
4833,0,,
4834,1,0,162.591548
4835,0,,
4836,0,,
4837,0,,
4838,0,,
4839,0,,
4840,0,,
4841,0,,
4842,1,1,156.111192
4843,1,1,175.046421
4844,1,0,137.32028
4845,2,1,178.245731
4846,1,1,161.731846
4847,0,,
4848,0,,
4849,1,0,162.662854
4850,1,1,152.103083
4851,0,,
4852,0,,
4853,0,,
4854,0,,
4855,1,0,157.697363
4856,0,,
4857,0,,
4858,0,,
4859,1,1,171.634186
4860,1,0,174.567382
4861,0,,
4862,0,,
4863,0,,
4864,1,1,159.313723
4865,1,0,169.664803
4866,0,,
4867,0,,
4868,0,,
4869,0,,
4870,0,,
4871,0,,
4872,0,,
4873,0,,
4874,0,,
4875,2,0,170.250593
4876,0,,
4877,1,1,176.395785
4878,0,,
4879,0,,
4880,0,,
4881,0,,
4882,1,0,126.334083
4883,0,,
4884,0,,
4885,1,1,140.743532
4886,1,0,205.570064
4887,0,,
4888,1,1,140.550082
4889,0,,
4890,0,,
4891,0,,
4892,0,,
4893,0,,
4894,0,,
4895,1,1,138.780444
4896,1,0,135.285529
4897,0,,
4898,1,1,131.255442
4899,1,0,151.691144
4900,0,,
4901,0,,
4902,0,,
4903,0,,
4904,0,,
4905,0,,
4906,0,,
4907,1,0,182.769688
4908,0,,
4909,1,1,137.396009
4910,1,1,152.926344
4911,1,0,151.396911
4912,1,1,164.5852
4913,0,,
4914,2,1,149.610105
4915,0,,
4916,0,,
4917,1,0,166.003666
4918,1,0,115.711181
4919,2,0,173.603912
4920,1,1,143.278823
4921,1,1,162.61769
4922,0,,
4923,0,,
4924,0,,
4925,1,1,153.405043
4926,1,0,428.635647
4927,0,,
4928,0,,
4929,0,,
4930,0,,
4931,0,,
4932,0,,
4933,0,,
4934,0,,
4935,0,,
4936,0,,
4937,1,0,145.995411
4938,0,,
4939,0,,
4940,0,,
4941,1,1,376.211529
4942,0,,
4943,1,0,173.716884
4944,1,0,229.475681
4945,0,,
4946,1,1,170.827804
4947,0,,
4948,0,,
4949,0,,
4950,1,0,157.67568
4951,0,,
4952,0,,
4953,0,,
4954,0,,
4955,0,,
4956,0,,
4957,1,0,158.425836
4958,1,0,171.244796
4959,0,,
4960,0,,
4961,2,0,149.152799
4962,1,1,146.739081
4963,1,1,171.732397
4964,1,0,155.142934
4965,0,,
4966,0,,
4967,0,,
4968,0,,
4969,1,1,152.709687
4970,1,0,169.889128
4971,1,1,169.276681
4972,0,,
4973,1,0,167.182571
4974,0,,
4975,1,1,175.973296
4976,0,,
4977,1,1,131.235518
4978,1,1,154.729777
4979,1,1,171.004292
4980,1,1,161.891708
4981,0,,
4982,0,,
4983,1,1,168.268204
4984,1,0,239.888183
4985,1,0,163.384482
4986,0,,
4987,0,,
4988,1,0,147.706479
4989,1,1,217.532011
4990,1,1,169.472129
4991,0,,
4992,0,,
4993,1,0,162.936307
4994,0,,
4995,0,,
4996,1,0,170.335342
4997,0,,
4998,1,1,369.733329
4999,0,,
5000,0,,
5001,0,,
5002,0,,
5003,1,1,146.411947
5004,1,0,133.596552
5005,0,,
5006,1,0,269.415095
5007,0,,
5008,0,,
5009,0,,
5010,0,,
5011,0,,
5012,0,,
5013,0,,
5014,0,,
5015,2,1,162.238825
5016,0,,
5017,0,,
5018,0,,
5019,0,,
5020,1,1,151.119596
5021,0,,
5022,0,,
5023,0,,
5024,0,,
5025,0,,
5026,1,1,172.534482
5027,2,1,166.286829
5028,0,,
5029,0,,
5030,0,,
5031,0,,
5032,1,1,318.739211
5033,1,0,234.888587
5034,1,1,172.704464
5035,1,1,174.931212
5036,1,1,164.224197
5037,0,,
5038,1,1,161.133122
5039,1,1,161.59689
5040,1,1,248.98072
5041,0,,
5042,0,,
5043,1,0,159.105585
5044,0,,
5045,0,,
5046,0,,
5047,0,,
5048,1,0,141.42009
5049,1,1,156.637043
5050,0,,
5051,0,,
5052,0,,
5053,0,,
5054,1,1,171.939331
5055,1,0,191.292333
5056,0,,
5057,0,,
5058,1,0,155.488841
5059,0,,
5060,0,,
5061,0,,
5062,0,,
5063,2,1,143.292276
5064,1,1,142.64404
5065,0,,
5066,0,,
5067,0,,
5068,0,,
5069,0,,
5070,0,,
5071,0,,
5072,0,,
5073,0,,
5074,0,,
5075,0,,
5076,0,,
5077,0,,
5078,0,,
5079,0,,
5080,0,,
5081,0,,
5082,0,,
5083,0,,
5084,1,1,136.558365
5085,2,1,170.205782
5086,0,,
5087,0,,
5088,0,,
5089,0,,
5090,1,0,149.199505
5091,1,0,140.757348
5092,0,,
5093,1,1,129.680318
5094,1,0,130.205064
5095,0,,
5096,1,1,151.431824
5097,0,,
5098,1,1,169.39639
5099,1,1,163.132635
5100,1,0,156.677181
5101,0,,
5102,0,,
5103,1,0,165.695473
5104,0,,
5105,0,,
5106,0,,
5107,1,1,167.445996
5108,0,,
5109,1,0,160.102534
5110,0,,
5111,1,1,154.479794
5112,0,,
5113,0,,
5114,1,1,167.357035
5115,1,1,140.60476
5116,0,,
5117,0,,
5118,0,,
5119,1,1,172.437117
5120,0,,
5121,0,,
5122,1,0,162.643665
5123,1,0,157.277961
5124,0,,
5125,1,1,163.306406
5126,0,,
5127,0,,
5128,1,0,173.151215
5129,0,,
5130,0,,
5131,0,,
5132,0,,
5133,0,,
5134,0,,
5135,0,,
5136,1,1,161.847199
5137,1,1,197.276359
5138,1,0,288.285575
5139,1,1,152.81572
5140,1,1,182.750627
5141,0,,
5142,1,0,176.63532
5143,1,1,152.251447
5144,1,1,148.253395
5145,0,,
5146,0,,
5147,0,,
5148,1,0,195.889863
5149,0,,
5150,0,,
5151,0,,
5152,1,1,144.46996
5153,0,,
5154,0,,
5155,1,1,153.866895
5156,1,1,150.084509
5157,0,,
5158,1,0,176.393499
5159,1,1,184.449213
5160,0,,
5161,0,,
5162,0,,
5163,1,1,169.951382
5164,0,,
5165,1,0,163.816907
5166,1,1,151.851798
5167,0,,
5168,0,,
5169,0,,
5170,0,,
5171,0,,
5172,0,,
5173,1,1,173.440596
5174,0,,
5175,0,,
5176,2,0,162.825723
5177,0,,
5178,0,,
5179,0,,
5180,0,,
5181,0,,
5182,0,,
5183,0,,
5184,0,,
5185,0,,
5186,0,,
5187,0,,
5188,1,1,164.561291
5189,0,,
5190,0,,
5191,0,,
5192,0,,
5193,1,0,164.344537
5194,1,0,261.992415
5195,0,,
5196,0,,
5197,1,1,174.383032
5198,0,,
5199,1,1,167.202462
5200,1,1,242.763958
5201,0,,
5202,0,,
5203,0,,
5204,1,0,295.205717
5205,0,,
5206,2,1,469.356722
5207,2,0,154.922438
5208,0,,
5209,0,,
5210,0,,
5211,0,,
5212,1,1,147.745545
5213,1,0,179.264041
5214,0,,
5215,0,,
5216,0,,
5217,2,1,171.986474
5218,0,,
5219,0,,
5220,0,,
5221,1,1,144.573774
5222,0,,
5223,1,0,150.54262
5224,1,0,154.704919
5225,2,0,163.363806
5226,0,,
5227,0,,
5228,0,,
5229,0,,
5230,2,1,157.834635
5231,1,0,177.838554
5232,2,0,165.734774
5233,0,,
5234,0,,
5235,1,1,166.711233
5236,1,1,145.093002
5237,0,,
5238,1,0,155.202036
5239,1,1,165.384062
5240,1,0,139.408971
5241,2,1,157.899067
5242,0,,
5243,0,,
5244,0,,
5245,0,,
5246,0,,
5247,1,1,143.034592
5248,0,,
5249,0,,
5250,0,,
5251,0,,
5252,0,,
5253,2,1,189.135518
5254,0,,
5255,0,,
5256,1,0,267.825076
5257,0,,
5258,0,,
5259,1,1,126.886513
5260,2,0,174.883572
5261,2,0,182.65163
5262,0,,
5263,0,,
5264,0,,
5265,0,,
5266,0,,
5267,0,,
5268,0,,
5269,1,0,174.6192
5270,0,,
5271,0,,
5272,0,,
5273,0,,
5274,0,,
5275,2,1,182.661008
5276,1,0,170.046263
5277,0,,
5278,1,0,154.328026
5279,1,0,182.625924
5280,0,,
5281,0,,
5282,0,,
5283,1,1,183.292526
5284,0,,
5285,1,0,198.712372
5286,0,,
5287,1,1,171.438527
5288,2,0,176.578773
5289,0,,
5290,0,,
5291,1,0,164.513017
5292,0,,
5293,1,0,111.576268
5294,1,1,151.441267
5295,0,,
5296,0,,
5297,0,,
5298,0,,
5299,1,0,160.734734
5300,0,,
5301,0,,
5302,1,0,163.992082
5303,1,1,175.601828
5304,0,,
5305,0,,
5306,1,0,168.80915
5307,0,,
5308,1,1,171.02179
5309,0,,
5310,0,,
5311,0,,
5312,0,,
5313,0,,
5314,0,,
5315,1,0,175.378491
5316,1,0,337.58163
5317,1,0,151.404841
5318,0,,
5319,1,0,148.734776
5320,0,,
5321,0,,
5322,0,,
5323,0,,
5324,0,,
5325,1,0,159.139413
5326,1,1,172.182613
5327,0,,
5328,1,1,145.843249
5329,1,1,226.803065
5330,0,,
5331,0,,
5332,1,0,178.23738
5333,0,,
5334,0,,
5335,1,1,170.222803
5336,0,,
5337,1,1,148.317142
5338,1,1,170.027043
5339,0,,
5340,2,0,159.48506
5341,1,1,174.024124
5342,1,0,289.534266
5343,1,0,163.604238
5344,1,1,146.147052
5345,1,0,151.956775
5346,0,,
5347,0,,
5348,0,,
5349,1,1,173.245284
5350,1,1,174.939272
5351,0,,
5352,1,0,168.817133
5353,1,1,154.177959
5354,1,0,194.547773
5355,0,,
5356,1,1,246.275317
5357,1,0,207.719705
5358,0,,
5359,1,1,537.882039
5360,0,,
5361,0,,
5362,1,0,163.703242
5363,0,,
5364,1,0,157.327547
5365,1,0,164.072772
5366,0,,
5367,0,,
5368,1,0,180.266843
5369,1,0,172.959125
5370,0,,
5371,1,1,164.609114
5372,0,,
5373,1,1,146.892
5374,0,,
5375,1,1,180.637315
5376,0,,
5377,0,,
5378,2,1,161.662394
5379,1,1,166.250623
5380,0,,
5381,0,,
5382,0,,
5383,1,0,330.742782
5384,0,,
5385,1,0,168.009416
5386,1,0,231.662387
5387,0,,
5388,1,0,177.760351
5389,1,0,127.300998
5390,0,,
5391,0,,
5392,0,,
5393,0,,
5394,0,,
5395,0,,
5396,2,0,166.218896
5397,1,1,106.611915
5398,0,,
5399,1,0,152.629995
5400,0,,
5401,1,0,175.99622
5402,1,1,155.959579
5403,0,,
5404,2,1,177.135586
5405,2,1,167.541351
5406,0,,
5407,0,,
5408,0,,
5409,0,,
5410,0,,
5411,0,,
5412,0,,
5413,0,,
5414,0,,
5415,0,,
5416,0,,
5417,1,0,179.496716
5418,0,,
5419,2,0,169.003224
5420,1,1,159.570507
5421,1,0,194.484537
5422,0,,
5423,1,1,125.235022
5424,0,,
5425,1,0,170.544097
5426,0,,
5427,0,,
5428,0,,
5429,0,,
5430,0,,
5431,0,,
5432,1,0,254.994968
5433,1,0,173.661462
5434,1,0,192.198919
5435,0,,
5436,0,,
5437,0,,
5438,0,,
5439,1,1,293.625435
5440,0,,
5441,0,,
5442,0,,
5443,1,1,141.710717
5444,0,,
5445,1,1,155.375934
5446,0,,
5447,0,,
5448,0,,
5449,0,,
5450,0,,
5451,0,,
5452,0,,
5453,0,,
5454,0,,
5455,0,,
5456,1,0,182.2298
5457,0,,
5458,0,,
5459,0,,
5460,0,,
5461,0,,
5462,0,,
5463,1,1,164.75149
5464,1,0,121.390868
5465,1,1,161.99631
5466,0,,
5467,0,,
5468,0,,
5469,0,,
5470,1,0,143.679174
5471,0,,
5472,1,0,221.541396
5473,1,0,162.437587
5474,1,0,143.539401
5475,0,,
5476,1,1,291.967223
5477,0,,
5478,0,,
5479,1,0,191.594294
5480,1,1,176.743173
5481,1,0,204.557267
5482,1,1,159.73042
5483,1,0,161.331624
5484,1,0,157.643385
5485,0,,
5486,0,,
5487,1,0,164.519374
5488,1,1,167.09882
5489,0,,
5490,1,0,290.153154
5491,0,,
5492,0,,
5493,0,,
5494,0,,
5495,0,,
5496,0,,
5497,1,1,168.22321
5498,0,,
5499,1,1,122.758551
5500,1,0,210.670018
5501,0,,
5502,0,,
5503,1,1,150.985851
5504,0,,
5505,0,,
5506,0,,
5507,1,0,158.518456
5508,2,1,161.421466
5509,1,1,168.655565
5510,0,,
5511,0,,
5512,1,0,205.135872
5513,0,,
5514,1,0,224.625498
5515,1,1,160.805078
5516,1,1,147.928847
5517,0,,
5518,0,,
5519,0,,
5520,2,1,164.337809
5521,0,,
5522,1,1,171.411676
5523,1,1,167.186993
5524,0,,
5525,1,0,119.750286
5526,1,1,133.203344
5527,0,,
5528,0,,
5529,0,,
5530,0,,
5531,0,,
5532,0,,
5533,0,,
5534,0,,
5535,1,1,154.912029
5536,0,,
5537,1,1,163.595002
5538,0,,
5539,0,,
5540,1,0,160.971264
5541,0,,
5542,0,,
5543,2,1,167.916628
5544,0,,
5545,2,0,160.868822
5546,0,,
5547,1,0,244.075262
5548,0,,
5549,0,,
5550,1,1,161.334624
5551,1,1,165.511786
5552,1,1,161.637403
5553,1,0,176.431576
5554,1,0,135.169507
5555,1,0,144.576679
5556,0,,
5557,0,,
5558,1,0,164.065422
5559,2,1,176.789427
5560,0,,
5561,1,1,152.731175
5562,0,,
5563,0,,
5564,1,1,179.678757
5565,0,,
5566,0,,
5567,0,,
5568,1,0,176.747349
5569,0,,
5570,0,,
5571,1,0,179.704269
5572,0,,
5573,1,0,155.910848
5574,1,0,171.839193
5575,1,1,169.210954
5576,1,1,172.062091
5577,0,,
5578,0,,
5579,1,1,163.023476
5580,1,1,170.657611
5581,1,1,153.94986
5582,1,1,151.178562
5583,1,1,177.281678
5584,1,0,164.520046
5585,0,,
5586,0,,
5587,2,1,163.836378
5588,0,,
5589,1,0,146.017633
5590,0,,
5591,1,0,160.159522
5592,0,,
5593,0,,
5594,1,0,187.000773
5595,1,1,171.123005
5596,1,1,145.389342
5597,0,,
5598,0,,
5599,1,0,145.427359
5600,0,,
5601,1,1,171.559513
5602,0,,
5603,1,1,157.156845
5604,1,0,157.893013
5605,1,0,174.08025
5606,0,,
5607,0,,
5608,0,,
5609,0,,
5610,0,,
5611,0,,
5612,1,1,187.960051
5613,1,1,133.064231
5614,1,0,226.317528
5615,1,0,133.008247
5616,0,,
5617,1,0,159.987264
5618,1,1,138.011661
5619,1,1,172.371497
5620,0,,
5621,2,1,151.306901
5622,1,0,168.938844
5623,1,0,142.716742
5624,0,,
5625,0,,
5626,1,0,211.302307
5627,1,0,169.488237
5628,1,1,151.614916
5629,0,,
5630,0,,
5631,0,,
5632,0,,
5633,0,,
5634,0,,
5635,0,,
5636,1,1,242.657957
5637,0,,
5638,0,,
5639,0,,
5640,2,0,169.050377
5641,0,,
5642,1,0,147.02156
5643,0,,
5644,0,,
5645,1,0,197.650544
5646,0,,
5647,0,,
5648,0,,
5649,1,1,151.370031
5650,1,1,189.460364
5651,1,1,358.239355
5652,0,,
5653,1,1,149.43193
5654,1,1,221.455514
5655,0,,
5656,1,1,161.840021
5657,1,1,162.446314
5658,1,0,155.475262
5659,0,,
5660,1,0,153.1024
5661,1,1,137.145691
5662,0,,
5663,0,,
5664,0,,
5665,0,,
5666,1,0,171.142337
5667,0,,
5668,0,,
5669,1,0,199.762278
5670,0,,
5671,0,,
5672,0,,
5673,0,,
5674,0,,
5675,0,,
5676,1,0,161.390392
5677,2,0,152.703356
5678,0,,
5679,1,1,170.394567
5680,1,0,140.537546
5681,1,1,174.512662
5682,1,0,156.813935
5683,0,,
5684,1,1,288.189181
5685,1,1,116.736288
5686,0,,
5687,2,0,162.587055
5688,0,,
5689,0,,
5690,1,1,188.123928
5691,1,0,156.130126
5692,0,,
5693,0,,
5694,0,,
5695,0,,
5696,1,0,258.780244
5697,1,1,171.799243
5698,0,,
5699,1,0,161.650873
5700,1,0,175.862855
5701,0,,
5702,0,,
5703,0,,
5704,1,0,159.105107
5705,1,0,167.679141
5706,1,0,169.375486
5707,1,1,143.083832
5708,0,,
5709,1,1,146.921585
5710,1,1,167.386071
5711,1,0,170.996247
5712,0,,
5713,1,0,197.400593
5714,0,,
5715,0,,
5716,0,,
5717,0,,
5718,1,0,184.139896
5719,0,,
5720,1,1,174.326498
5721,0,,
5722,1,1,143.557274
5723,1,0,160.812977
5724,0,,
5725,1,1,168.137421
5726,0,,
5727,1,1,138.689552
5728,0,,
5729,1,0,159.454401
5730,0,,
5731,0,,
5732,0,,
5733,0,,
5734,0,,
5735,0,,
5736,0,,
5737,0,,
5738,1,1,190.070971
5739,0,,
5740,1,0,164.002243
5741,0,,
5742,0,,
5743,1,1,174.214007
5744,1,0,151.365345
5745,0,,
5746,0,,
5747,1,1,143.990013
5748,0,,
5749,1,1,146.87205
5750,1,0,172.692209
5751,0,,
5752,1,1,164.940375
5753,0,,
5754,0,,
5755,0,,
5756,1,0,169.007129
5757,0,,
5758,0,,
5759,2,0,150.859329
5760,0,,
5761,1,1,152.650354
5762,0,,
5763,0,,
5764,0,,
5765,0,,
5766,1,1,150.19851
5767,0,,
5768,1,1,171.852695
5769,0,,
5770,0,,
5771,0,,
5772,0,,
5773,1,1,242.542187
5774,1,0,189.477755
5775,0,,
5776,0,,
5777,1,0,308.355631
5778,0,,
5779,0,,
5780,0,,
5781,0,,
5782,1,0,131.258311
5783,1,1,150.219068
5784,0,,
5785,1,1,165.61863
5786,0,,
5787,0,,
5788,2,1,159.567184
5789,2,0,161.412533
5790,0,,
5791,0,,
5792,1,0,158.204583
5793,0,,
5794,0,,
5795,0,,
5796,0,,
5797,0,,
5798,1,0,165.67674
5799,0,,
5800,0,,
5801,0,,
5802,1,0,181.263276
5803,0,,
5804,2,1,155.547313
5805,2,0,169.965596
5806,0,,
5807,0,,
5808,0,,
5809,0,,
5810,0,,
5811,0,,
5812,0,,
5813,1,0,170.16856
5814,1,1,170.819184
5815,0,,
5816,1,0,153.253356
5817,0,,
5818,0,,
5819,0,,
5820,1,1,152.336581
5821,1,0,163.579491
5822,0,,
5823,1,1,169.573303
5824,0,,
5825,1,1,170.388841
5826,0,,
5827,0,,
5828,1,0,149.869159
5829,0,,
5830,0,,
5831,1,0,163.071806
5832,1,1,171.055561
5833,1,1,203.355845
5834,1,0,176.108639
5835,1,1,169.250783
5836,0,,
5837,0,,
5838,1,0,163.562998
5839,1,1,171.58791
5840,1,0,411.485702
5841,0,,
5842,0,,
5843,1,1,177.474411
5844,0,,
5845,1,0,211.108668
5846,1,0,168.120867
5847,1,0,143.737151
5848,0,,
5849,1,1,163.876026
5850,0,,
5851,0,,
5852,0,,
5853,1,0,160.440666
5854,0,,
5855,0,,
5856,2,1,170.251883
5857,0,,
5858,0,,
5859,1,0,166.759536
5860,0,,
5861,0,,
5862,1,1,158.417702
5863,0,,
5864,1,0,170.912999
5865,0,,
5866,0,,
5867,1,0,281.789912
5868,1,0,340.501421
5869,0,,
5870,0,,
5871,0,,
5872,1,0,171.933038
5873,0,,
5874,0,,
5875,1,0,181.409748
5876,0,,
5877,0,,
5878,1,0,153.775827
5879,0,,
5880,0,,
5881,1,1,149.06145
5882,0,,
5883,1,1,274.973286
5884,0,,
5885,0,,
5886,0,,
5887,1,1,127.270935
5888,0,,
5889,0,,
5890,1,0,165.587886
5891,1,0,246.658648
5892,1,0,185.764662
5893,0,,
5894,0,,
5895,0,,
5896,1,0,194.952202
5897,1,0,158.914517
5898,1,0,185.090246
5899,0,,
5900,0,,
5901,0,,
5902,0,,
5903,2,0,157.264157
5904,0,,
5905,0,,
5906,1,1,170.56957
5907,1,0,169.345122
5908,0,,
5909,0,,
5910,1,0,407.079785
5911,0,,
5912,0,,
5913,0,,
5914,0,,
5915,0,,
5916,0,,
5917,2,0,157.766493
5918,0,,
5919,0,,
5920,0,,
5921,0,,
5922,1,0,152.747168
5923,0,,
5924,1,1,154.761658
5925,0,,
5926,1,0,165.54247
5927,1,1,153.294201
5928,0,,
5929,1,0,301.146994
5930,0,,
5931,0,,
5932,1,0,165.616549
5933,0,,
5934,0,,
5935,0,,
5936,1,0,337.235199
5937,1,1,273.606319
5938,2,1,160.450592
5939,1,1,171.928978
5940,0,,
5941,0,,
5942,0,,
5943,0,,
5944,1,0,174.49122
5945,0,,
5946,0,,
5947,0,,
5948,2,1,178.981698
5949,1,1,168.71767
5950,1,0,283.489473
5951,0,,
5952,1,1,178.136339
5953,0,,
5954,2,0,149.963614
5955,0,,
5956,0,,
5957,0,,
5958,0,,
5959,1,1,158.279455
5960,0,,
5961,1,1,273.851371
5962,0,,
5963,0,,
5964,0,,
5965,0,,
5966,1,1,160.858585
5967,0,,
5968,0,,
5969,1,0,167.141925
5970,0,,
5971,0,,
5972,0,,
5973,1,1,132.989395
5974,1,0,155.120327
5975,0,,
5976,0,,
5977,0,,
5978,1,1,139.778578
5979,0,,
5980,0,,
5981,0,,
5982,0,,
5983,1,0,163.379511
5984,0,,
5985,0,,
5986,0,,
5987,0,,
5988,0,,
5989,1,0,156.868018
5990,0,,
5991,1,0,169.582461
5992,0,,
5993,0,,
5994,1,1,157.978868
5995,1,1,285.930338
5996,1,1,168.209195
5997,0,,
5998,1,0,267.97219
5999,0,,
6000,1,1,266.219593
6001,1,1,198.155113
6002,0,,
6003,0,,
6004,0,,
6005,0,,
6006,2,1,235.132872
6007,0,,
6008,1,0,182.606756
6009,1,1,178.390436
6010,1,0,169.341654
6011,1,1,227.329822
6012,0,,
6013,0,,
6014,1,1,169.518788
6015,0,,
6016,0,,
6017,0,,
6018,0,,
6019,0,,
6020,0,,
6021,0,,
6022,1,0,183.630495
6023,2,1,167.17542
6024,1,1,152.270532
6025,0,,
6026,1,0,198.772958
6027,0,,
6028,0,,
6029,1,0,151.430255
6030,0,,
6031,0,,
6032,1,1,138.27821
6033,0,,
6034,0,,
6035,0,,
6036,0,,
6037,0,,
6038,1,1,172.554012
6039,0,,
6040,1,1,166.033579
6041,2,1,147.112786
6042,0,,
6043,0,,
6044,1,1,211.868838
6045,1,0,164.261676
6046,1,0,130.421073
6047,1,0,168.799707
6048,0,,
6049,0,,
6050,0,,
6051,0,,
6052,0,,
6053,1,0,157.54774
6054,0,,
6055,0,,
6056,1,0,163.509095
6057,1,1,200.954263
6058,0,,
6059,0,,
6060,1,1,165.061449
6061,1,0,214.055863
6062,1,1,107.310505
6063,0,,
6064,1,0,264.547333
6065,0,,
6066,1,0,164.199764
6067,0,,
6068,0,,
6069,0,,
6070,1,0,148.022568
6071,2,0,173.742936
6072,1,1,188.276606
6073,0,,
6074,1,1,148.955461
6075,0,,
6076,1,1,128.881454
6077,0,,
6078,0,,
6079,0,,
6080,1,0,164.509463
6081,0,,
6082,0,,
6083,0,,
6084,0,,
6085,1,0,174.001269
6086,0,,
6087,0,,
6088,0,,
6089,1,1,161.79006
6090,0,,
6091,0,,
6092,1,0,153.195939
6093,0,,
6094,1,0,237.904571
6095,1,1,134.826339
6096,0,,
6097,1,1,163.685117
6098,0,,
6099,0,,
6100,0,,
6101,1,0,176.585477
6102,0,,
6103,0,,
6104,0,,
6105,0,,
6106,1,0,151.100216
6107,0,,
6108,1,0,168.297445
6109,0,,
6110,0,,
6111,1,0,143.123512
6112,0,,
6113,0,,
6114,0,,
6115,1,1,164.413034
6116,0,,
6117,0,,
6118,0,,
6119,1,1,180.674245
6120,1,1,173.475811
6121,0,,
6122,0,,
6123,1,1,175.127432
6124,0,,
6125,0,,
6126,1,1,166.409912
6127,0,,
6128,1,1,176.906324
6129,1,0,174.632636
6130,1,0,255.647163
6131,2,1,161.688871
6132,0,,
6133,0,,
6134,0,,
6135,2,0,156.542637
6136,1,0,160.018545
6137,1,1,246.672059
6138,0,,
6139,0,,
6140,0,,
6141,1,0,146.023575
6142,2,0,173.926606
6143,1,0,159.418447
6144,1,1,163.737367
6145,1,1,159.481909
6146,0,,
6147,1,0,158.244752
6148,0,,
6149,1,1,171.740488
6150,0,,
6151,1,0,165.366078
6152,1,1,151.41129
6153,1,0,133.692934
6154,0,,
6155,0,,
6156,0,,
6157,0,,
6158,0,,
6159,2,0,170.292283
6160,2,0,153.008868
6161,1,1,162.669021
6162,0,,
6163,0,,
6164,0,,
6165,1,1,165.986712
6166,0,,
6167,1,0,161.14343
6168,0,,
6169,1,0,174.358839
6170,0,,
6171,0,,
6172,1,0,159.917458
6173,1,0,236.515888
6174,1,0,182.987327
6175,1,0,151.311908
6176,0,,
6177,0,,
6178,0,,
6179,1,1,124.747058
6180,0,,
6181,0,,
6182,0,,
6183,1,0,139.64365
6184,0,,
6185,1,0,162.013688
6186,1,1,190.851975
6187,0,,
6188,0,,
6189,0,,
6190,1,1,370.228434
6191,0,,
6192,0,,
6193,1,0,176.657474
6194,1,1,167.188006
6195,1,1,196.755689
6196,1,1,172.61546
6197,0,,
6198,1,1,160.033858
6199,0,,
6200,0,,
6201,0,,
6202,0,,
6203,1,0,188.751696
6204,1,0,158.375899
6205,1,0,166.983373
6206,1,0,158.980983
6207,1,0,183.469905
6208,0,,
6209,0,,
6210,0,,
6211,1,0,292.89375
6212,0,,
6213,0,,
6214,1,1,154.954261
6215,2,1,149.634038
6216,0,,
6217,0,,
6218,1,0,218.545343
6219,1,0,148.385308
6220,1,0,145.503859
6221,0,,
6222,1,1,180.980461
6223,0,,
6224,0,,
6225,1,0,178.587991
6226,1,0,170.56651
6227,0,,
6228,0,,
6229,1,1,139.87166
6230,0,,
6231,1,0,197.975762
6232,1,0,212.183626
6233,0,,
6234,0,,
6235,0,,
6236,1,1,131.268826
6237,0,,
6238,0,,
6239,0,,
6240,0,,
6241,0,,
6242,0,,
6243,0,,
6244,0,,
6245,1,1,172.335886
6246,0,,
6247,1,0,144.11839
6248,0,,
6249,0,,
6250,0,,
6251,1,1,170.489965
6252,0,,
6253,0,,
6254,0,,
6255,0,,
6256,0,,
6257,0,,
6258,0,,
6259,0,,
6260,0,,
6261,0,,
6262,1,1,166.950707
6263,0,,
6264,0,,
6265,0,,
6266,0,,
6267,2,0,161.153283
6268,0,,
6269,1,1,227.104944
6270,0,,
6271,0,,
6272,0,,
6273,1,1,159.096431
6274,0,,
6275,0,,
6276,1,0,159.4248
6277,1,0,181.204991
6278,2,0,126.374287
6279,0,,
6280,0,,
6281,0,,
